#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score
771	NM_001302786	chr21	+	24499634	24500456	24499811	24500294	3	24499634,24499805,24500168,	24499690,24499910,24500456,	0
771	NM_001302785	chr21	+	24499634	24500456	24499811	24500294	3	24499634,24499760,24500168,	24499690,24499910,24500456,	0
775	NM_001082863	chr21	+	24948359	25007298	24948419	25006521	9	24948359,24998047,24998210,25000299,25000782,25003011,25003198,25006295,25006485,	24948504,24998116,24998324,25000452,25000985,25003111,25003328,25006350,25007298,	0
775	NM_001109726	chr21	+	25017814	25025985	25020570	25025663	6	25017814,25018924,25020501,25023144,25025358,25025478,	25017849,25019103,25020966,25023355,25025382,25025985,	0
777	NM_001130797	chr21	+	25286732	25287704	25286732	25287704	1	25286732,	25287704,	0
777	NM_001077737	chr21	-	25239083	25258482	25239256	25258235	17	25239083,25239515,25242936,25243285,25245779,25247950,25248155,25248363,25248556,25252905,25253070,25253384,25254449,25256295,25256832,25257042,25258142,	25239418,25239652,25243208,25243469,25245902,25248067,25248263,25248468,25248674,25252936,25253305,25253420,25254631,25256366,25256963,25257199,25258482,	0
777	NM_001177743	chr21	+	25194530	25199321	25195723	25198427	3	25194530,25195694,25198298,	25194676,25195807,25199321,	0
777	NM_001243035	chr21	-	25210377	25235698	25210716	25234909	26	25210377,25210924,25211152,25213861,25216770,25218192,25220269,25220609,25222766,25222972,25224872,25225169,25225349,25225474,25225954,25226142,25228115,25228306,25228579,25232830,25232973,25233158,25234295,25234498,25234783,25235501,	25210842,25211060,25211259,25214608,25216980,25218469,25220484,25220689,25222890,25223079,25225047,25225230,25225396,25225554,25226032,25226269,25228227,25228478,25228664,25232904,25233078,25233330,25234423,25234700,25234945,25235698,	0
777	NM_001013326	chr21	-	25169683	25176962	25170038	25176899	11	25169683,25171271,25171471,25172358,25172590,25174078,25174283,25176269,25176463,25176589,25176789,	25170149,25171385,25171552,25172424,25172748,25174179,25174385,25176376,25176505,25176659,25176962,	0
777	NM_205677	chr21	+	25199714	25210447	25202883	25209768	6	25199714,25202876,25205401,25205683,25205949,25209650,	25199790,25203085,25205605,25205868,25206092,25210447,	0
777	NR_015620	chr21	+	25189952	25190586	25190586	25190586	1	25189952,	25190586,	0
778	NM_131756	chr21	-	25362556	25379786	25363336	25379681	11	25362556,25366401,25366599,25367021,25370383,25370557,25370801,25371747,25374495,25375179,25379635,	25363367,25366517,25366679,25367136,25370471,25370714,25370977,25371812,25374583,25375300,25379786,	0
778	NM_001128559	chr21	+	25299335	25300304	25299335	25300304	1	25299335,	25300304,	0
778	NM_001130809	chr21	+	25327860	25328829	25327860	25328829	1	25327860,	25328829,	0
778	NM_001128393	chr21	+	25317628	25318597	25317628	25318597	1	25317628,	25318597,	0
778	NM_199937	chr21	-	25344069	25358550	25344473	25358434	14	25344069,25346625,25346788,25346943,25347064,25347455,25347690,25350141,25350379,25350615,25350828,25354666,25354863,25358351,	25344474,25346693,25346853,25346988,25347194,25347582,25347756,25350232,25350534,25350667,25350886,25354759,25354963,25358550,	0
780	NM_001023574	chr21	-	25639487	25649160	25640249	25648806	10	25639487,25640587,25640805,25642513,25642707,25644388,25648190,25648407,25648723,25648963,	25640516,25640713,25640959,25642604,25642871,25644454,25648245,25648586,25648838,25649160,	0
780	NM_212861	chr21	-	25568763	25576644	25569005	25576043	11	25568763,25570127,25570323,25572645,25572787,25573783,25574144,25574945,25575212,25575964,25576439,	25569075,25570225,25570410,25572709,25572896,25573917,25574245,25575072,25575411,25576052,25576644,	0
780	NM_001005980	chr21	+	25633339	25639791	25633473	25639584	9	25633339,25634665,25634901,25635115,25636664,25636904,25637048,25639199,25639493,	25633543,25634810,25635016,25635160,25636815,25636960,25637133,25639341,25639791,	0
780	NM_001004290	chr21	-	25667603	25686226	25667718	25686116	6	25667603,25669148,25677143,25679070,25679323,25685961,	25667854,25669330,25677314,25679244,25679459,25686226,	0
780	NM_001003594	chr21	-	25583607	25586737	25583693	25586586	2	25583607,25586138,	25583992,25586737,	0
781	NM_001040360	chr21	+	25757363	25759359	25757459	25758344	1	25757363,	25759359,	0
781	NM_131764	chr21	-	25717670	25719514	25718542	25719199	1	25717670,	25719514,	0
781	NM_001017771	chr21	-	25736924	25738000	25737346	25737979	1	25736924,	25738000,	0
781	NM_212951	chr21	+	25764739	25779785	25765601	25779641	17	25764739,25765584,25765782,25768140,25768413,25768576,25768736,25768943,25770859,25771095,25771250,25774098,25774469,25777293,25777485,25777711,25779593,	25764971,25765691,25765908,25768263,25768497,25768645,25768819,25769019,25770997,25771170,25771364,25774221,25774687,25777396,25777625,25777862,25779785,	0
781	NM_180964	chr21	+	25740838	25741593	25740848	25741475	1	25740838,	25741593,	0
781	NM_131767	chr21	-	25702690	25704648	25703842	25704487	2	25702690,25704605,	25704506,25704648,	0
781	NM_001040381	chr21	-	25759359	25765351	25759855	25763037	6	25759359,25762079,25762481,25762716,25762917,25765298,	25760064,25762172,25762617,25762845,25763038,25765351,	0
781	NM_131763	chr21	+	25729106	25730235	25729174	25729822	1	25729106,	25730235,	0
783	NM_145118	chr21	+	25992311	26021845	25993676	26020782	37	25992311,25993665,25993927,25996848,25997021,25997294,25997469,25997841,25998027,25998227,25998407,25998624,25998858,25999263,25999471,26001315,26004627,26004920,26005924,26006134,26006292,26006518,26007433,26007722,26007942,26012833,26013102,26013345,26013570,26013855,26016040,26016598,26016812,26017007,26017175,26017734,26020592,	25992383,25993776,25994095,25996922,25997205,25997376,25997725,25997943,25998141,25998317,25998550,25998773,25998969,25999393,25999622,26001470,26004820,26005060,26006042,26006211,26006428,26006656,26007601,26007850,26008150,26012981,26013245,26013486,26013766,26014094,26016154,26016723,26016925,26017082,26017360,26017931,26021845,	0
783	NM_001006071	chr21	-	26043519	26053204	26043692	26053122	4	26043519,26046487,26051641,26052916,	26044076,26046570,26051724,26053204,	0
783	NM_200039	chr21	-	25984730	25991516	25986303	25991482	5	25984730,25985380,25985971,25989400,25991307,	25985368,25985955,25986600,25989597,25991516,	0
783	NM_001002664	chr21	-	26061036	26078183	26062535	26077941	6	26061036,26063229,26071875,26072037,26076297,26077901,	26063146,26063390,26071966,26072094,26076561,26078183,	0
783	NM_001001593	chr21	+	26035204	26037945	26035227	26037899	5	26035204,26036409,26036818,26037606,26037884,	26035252,26036590,26036995,26037676,26037945,	0
784	NM_205730	chr21	-	26115636	26214053	26116397	26213748	16	26115636,26121073,26125200,26131046,26133943,26147400,26161337,26164174,26164631,26169048,26171600,26175249,26177293,26195192,26213388,26213666,	26116556,26121208,26125315,26131294,26134142,26147852,26161544,26164285,26164736,26169216,26171759,26175303,26177478,26195432,26213523,26214053,	0
786	NM_001007354	chr21	-	26364636	26369550	26365130	26369489	3	26364636,26368151,26369359,	26365162,26368304,26369550,	0
786	NM_205581	chr21	+	26352733	26355349	26353853	26355172	3	26352733,26353842,26355134,	26352788,26353953,26355349,	0
786	NM_001014352	chr21	-	26449156	26453451	26449787	26453336	7	26449156,26449924,26450329,26450540,26450768,26452401,26453242,	26449814,26450024,26450445,26450688,26450962,26452517,26453451,	0
786	NM_001199768	chr21	-	26371320	26446542	26371847	26446357	35	26371320,26371991,26373537,26374360,26374724,26378400,26380141,26380572,26380989,26381902,26382174,26382388,26382608,26382857,26383213,26383519,26385550,26385786,26386024,26388792,26389249,26390168,26390427,26390676,26392527,26392692,26392889,26396085,26396419,26401938,26402307,26404269,26405140,26413236,26446081,	26371907,26372156,26373716,26374615,26374889,26380046,26380291,26380725,26381494,26382068,26382291,26382484,26382771,26383033,26383427,26383662,26385696,26385898,26386158,26389183,26389641,26390271,26390571,26390804,26392615,26392802,26393081,26396323,26396514,26402172,26402455,26404417,26405297,26413390,26446542,	0
787	NM_199630	chr21	+	26500254	26517630	26504932	26516622	12	26500254,26502414,26504913,26505264,26508628,26508756,26508910,26509115,26510962,26512974,26513163,26516462,	26500717,26502502,26505142,26505335,26508684,26508827,26509027,26509172,26511044,26513072,26513285,26517630,	0
787	NM_173237	chr21	+	26485942	26494336	26485957	26494007	13	26485942,26486460,26486715,26488196,26488400,26488576,26489627,26489790,26491024,26491286,26492543,26493625,26493954,	26486158,26486563,26486784,26488247,26488467,26488684,26489709,26489917,26491179,26491411,26492641,26493775,26494336,	0
787	NM_212955	chr21	+	26584171	26597404	26584171	26597404	6	26584171,26585957,26586200,26586417,26593108,26597150,	26584559,26586074,26586314,26586585,26593378,26597404,	0
788	NM_131841	chr21	+	26660983	26670357	26665753	26669551	3	26660983,26665752,26669422,	26661063,26665852,26670357,	0
788	NM_001024406	chr21	+	26620777	26628131	26620792	26627836	6	26620777,26623315,26626011,26626255,26626433,26627730,	26620804,26623450,26626143,26626294,26626498,26628131,	0
788	NM_205562	chr21	-	26673103	26678575	26673823	26677628	3	26673103,26677502,26678511,	26673970,26677681,26678575,	0
788	NM_199570	chr21	+	26690272	26695392	26690349	26693825	6	26690272,26691134,26692393,26692619,26692818,26693796,	26690352,26691165,26692537,26692726,26692954,26695392,	0
788	NM_001037396	chr21	-	26646625	26655264	26646887	26653119	10	26646625,26647076,26647244,26647633,26648658,26648909,26650958,26652672,26652910,26655166,	26646970,26647154,26647326,26647775,26648756,26649044,26651102,26652754,26653479,26655264,	0
788	NM_201514	chr21	+	26684673	26689182	26685532	26688783	9	26684673,26685516,26685860,26686463,26686835,26687019,26687897,26688303,26688435,	26684771,26685747,26686051,26686637,26686924,26687165,26688207,26688345,26689182,	0
790	NM_001045853	chr21	-	26959594	26974097	26960191	26973818	5	26959594,26965718,26966029,26973626,26973958,	26960275,26965751,26966113,26973823,26974097,	0
790	NM_001004677	chr21	+	26954500	26959342	26955005	26959007	6	26954500,26955001,26955242,26956280,26956422,26958945,	26954598,26955164,26955355,26956327,26956458,26959342,	0
791	NM_001089419	chr21	-	27011757	27086419	27011757	27086419	7	27011757,27016220,27019280,27021551,27024391,27082764,27085099,	27012137,27016493,27019380,27021676,27024498,27083279,27086419,	0
792	NM_205654	chr21	-	27161010	27164785	27162504	27163500	2	27161010,27164722,	27163581,27164785,	0
792	NM_001013485	chr21	-	27156074	27158606	27156164	27157028	2	27156074,27158546,	27157145,27158606,	0
793	NM_001002683	chr21	+	27303994	27317974	27304545	27317418	18	27303994,27304514,27304896,27305521,27305754,27306864,27307087,27307331,27309109,27309407,27311084,27311287,27312346,27314064,27314269,27314471,27316712,27317275,	27304065,27304815,27304986,27305659,27305829,27306955,27307221,27307462,27309168,27309602,27311197,27311380,27312409,27314189,27314390,27314651,27316875,27317974,	0
793	NM_001012501	chr21	-	27370797	27376575	27371445	27375266	13	27370797,27371661,27371951,27372114,27372333,27372549,27372728,27374283,27374558,27374809,27375021,27375234,27376497,	27371572,27371861,27372037,27372220,27372470,27372628,27372826,27374418,27374698,27374943,27375100,27375277,27376575,	0
793	NM_131522	chr21	+	27346257	27368278	27346404	27367922	21	27346257,27358363,27359614,27359851,27362403,27362755,27363182,27363354,27363551,27363754,27364087,27364334,27364587,27364838,27365390,27365663,27365892,27366197,27366436,27367503,27367763,	27346536,27358478,27359734,27359938,27362491,27362834,27363264,27363440,27363644,27363985,27364235,27364485,27364696,27364979,27365573,27365798,27366072,27366344,27366502,27367662,27368278,	0
793	NM_001115144	chr21	+	27333975	27342488	27334784	27340773	4	27333975,27334769,27337818,27340487,	27334033,27335133,27338599,27342488,	0
793	NM_001012371	chr21	-	27290730	27301939	27291184	27301852	14	27290730,27292164,27292570,27295103,27295996,27296174,27296518,27296926,27297129,27297382,27299528,27299699,27299906,27301763,	27291453,27292285,27292643,27295339,27296067,27296362,27296666,27297033,27297305,27297459,27299613,27299830,27300127,27301939,	0
793	NM_001002673	chr21	+	27266103	27288078	27266292	27287858	20	27266103,27268147,27268305,27269015,27269264,27269457,27271715,27271905,27274397,27274696,27275868,27276166,27277208,27277462,27277736,27277935,27281464,27281685,27287633,27287839,	27266548,27268202,27268361,27269142,27269370,27269535,27271815,27272048,27274604,27274809,27276014,27276291,27277373,27277573,27277824,27278026,27281600,27281775,27287755,27288078,	0
794	NM_001083858	chr21	+	27412173	27424431	27412180	27424212	18	27412173,27413851,27414141,27414400,27415251,27415446,27416771,27417043,27418364,27418553,27418822,27420547,27420757,27420994,27422971,27423231,27423832,27424041,	27412241,27414040,27414327,27414574,27415347,27415580,27416919,27417175,27418451,27418691,27418929,27420680,27420896,27421074,27423072,27423361,27423882,27424431,	0
794	NM_001098748	chr21	+	27477163	27518650	27477378	27518199	24	27477163,27486139,27486330,27486607,27488732,27489693,27493663,27496595,27499205,27499709,27501001,27501939,27506759,27509446,27509742,27509998,27512755,27512942,27513182,27513890,27515550,27515812,27516594,27518080,	27477539,27486227,27486420,27486733,27488877,27489785,27493747,27496655,27499366,27499803,27501085,27502052,27506892,27509551,27509849,27510153,27512866,27513060,27513225,27513933,27515695,27516045,27516714,27518650,	0
794	NM_131241	chr21	-	27401244	27407257	27401411	27407240	11	27401244,27402839,27403040,27403340,27404951,27405584,27405811,27406009,27406604,27406898,27407179,	27401426,27402973,27403133,27403472,27405102,27405712,27405904,27406183,27406790,27407102,27407257,	0
794	NM_001098251	chr21	+	27427840	27444687	27427899	27443800	17	27427840,27428515,27428693,27430645,27431024,27431154,27432639,27432796,27433025,27435073,27435284,27437032,27437190,27439733,27439945,27440182,27443713,	27427931,27428592,27428728,27430918,27431071,27431193,27432712,27432928,27433132,27435194,27435443,27437102,27437349,27439867,27440080,27440269,27444687,	0
795	NR_023323	chr21	-	27538007	27538193	27538193	27538193	1	27538007,	27538193,	0
801	NM_001020628	chr21	+	28408356	28435544	28408423	28435405	20	28408356,28412396,28415544,28415804,28419863,28420073,28422832,28423086,28423371,28425507,28426449,28427332,28427950,28428135,28429677,28429823,28432166,28433437,28435099,28435255,	28408666,28412498,28415623,28415908,28419995,28420185,28422915,28423230,28423464,28425654,28426613,28427447,28428052,28428283,28429736,28429965,28432374,28433572,28435166,28435544,	0
802	NM_001002411	chr21	+	28465644	28476360	28465665	28476016	7	28465644,28466108,28467691,28467952,28470889,28473521,28475818,	28465711,28466170,28467790,28468071,28470974,28473716,28476360,	0
802	NM_001303053	chr21	+	28459497	28464008	28459604	28463747	2	28459497,28463636,	28459724,28464008,	0
803	NM_001001846	chr21	+	28691536	28692546	28691541	28692405	1	28691536,	28692546,	0
804	NM_001003543	chr21	+	28710574	28757383	28713152	28756392	8	28710574,28713024,28731493,28735552,28741313,28741455,28748053,28756165,	28710630,28713324,28731641,28735670,28741355,28741497,28748228,28757383,	0
806	NM_001122617	chr21	-	29053956	29063412	29054485	29063300	7	29053956,29054656,29055810,29057926,29059657,29059826,29063242,	29054567,29054690,29055922,29058015,29059723,29060165,29063412,	0
806	NM_001002434	chr21	-	29065696	29073476	29065866	29073440	7	29065696,29066944,29067067,29067238,29069906,29071491,29073385,	29065996,29066981,29067143,29067297,29070002,29071833,29073476,	0
813	NM_001007382	chr21	+	29970870	29982931	29973391	29982292	8	29970870,29973334,29973879,29976383,29977359,29977539,29978718,29982155,	29970898,29973799,29973940,29976496,29977396,29977688,29978773,29982931,	0
813	NM_001002076	chr21	+	30006341	30010660	30006394	30010582	4	30006341,30007970,30010109,30010519,	30006461,30008146,30010199,30010660,	0
814	NM_212589	chr21	-	30132914	30145035	30133409	30144544	11	30132914,30134151,30134402,30137239,30137471,30137661,30139994,30140574,30144202,30144459,30144952,	30133498,30134250,30134486,30137375,30137581,30137843,30140133,30140718,30144358,30144570,30145035,	0
814	NM_001100401	chr21	-	30124602	30132254	30126895	30132137	6	30124602,30126887,30127068,30129318,30131350,30132076,	30125452,30126995,30127224,30129505,30131545,30132254,	0
814	NM_001173499	chr21	-	30054721	30074439	30055232	30074400	14	30054721,30055569,30055747,30058301,30058641,30060591,30060933,30061335,30063645,30063908,30066516,30068110,30068373,30074367,	30055498,30055665,30055891,30058431,30058747,30060739,30061090,30061456,30063827,30063976,30066605,30068268,30068544,30074439,	0
814	NM_001013344	chr21	-	30079731	30123503	30080098	30123491	4	30079731,30120216,30120380,30123458,	30080182,30120301,30120547,30123503,	0
814	NM_001309845	chr21	-	30018073	30045753	30021281	30044940	6	30018073,30021852,30025361,30040757,30044862,30045502,	30021756,30022012,30025661,30040968,30044958,30045753,	0
815	NM_212681	chr21	+	30256964	30263358	30256966	30262853	6	30256964,30257962,30258556,30258765,30259879,30262709,	30256984,30258053,30258680,30258839,30260025,30263358,	0
815	NM_001080176	chr21	-	30251874	30256497	30252263	30256472	8	30251874,30252656,30254774,30255065,30255780,30255988,30256189,30256422,	30252440,30252813,30254942,30255212,30255864,30256057,30256318,30256497,	0
815	NM_001113588	chr21	-	30202853	30217354	30203931	30217096	8	30202853,30207964,30208220,30209898,30210666,30213454,30213680,30216954,	30204056,30208137,30208330,30210011,30210879,30213600,30213882,30217354,	0
815	NM_001111239	chr21	-	30223449	30247709	30224385	30236371	5	30223449,30232671,30236364,30236524,30247429,	30224658,30233516,30236422,30236723,30247709,	0
816	NM_212597	chr21	-	30365084	30372068	30365451	30371935	4	30365084,30365661,30371533,30371784,	30365577,30365767,30371603,30372068,	0
816	NM_001288663	chr21	-	30372871	30378813	30373832	30378791	4	30372871,30374256,30376210,30378714,	30374167,30374338,30376370,30378813,	0
816	NM_198917	chr21	+	30314560	30316256	30314642	30315808	2	30314560,30315299,	30315195,30316256,	0
817	NM_001098741	chr21	-	30503769	30508383	30504139	30507466	3	30503769,30507251,30508083,	30504566,30507478,30508383,	0
817	NM_001145893	chr21	+	30434166	30450417	30434372	30442465	6	30434166,30434988,30438840,30441092,30442459,30447546,	30434537,30435084,30438965,30441183,30442470,30450417,	0
817	NM_001145894	chr21	+	30434166	30450417	30434372	30442465	6	30434166,30435015,30438840,30441092,30442459,30447546,	30434537,30435084,30438965,30441183,30442470,30450417,	0
817	NM_001007329	chr21	+	30465306	30500716	30479948	30498324	12	30465306,30479898,30483199,30484644,30484939,30485184,30488822,30489669,30493188,30495548,30496307,30498178,	30465386,30480315,30483361,30484816,30485058,30485407,30488962,30489772,30493415,30495715,30496416,30500716,	0
817	NM_201123	chr21	+	30434166	30442388	30434372	30441195	4	30434166,30434988,30438840,30441092,	30434537,30435084,30438965,30442388,	0
817	NM_001145892	chr21	+	30434166	30442388	30434372	30441195	4	30434166,30435015,30438840,30441092,	30434537,30435084,30438965,30442388,	0
819	NM_001017642	chr21	+	30685037	30706157	30685093	30705350	9	30685037,30686610,30686846,30691045,30700372,30700534,30700789,30704840,30705126,	30685138,30686752,30687002,30691215,30700455,30700695,30700856,30705004,30706157,	0
819	NM_131455	chr21	-	30735492	30750719	30735722	30750551	19	30735492,30736201,30736467,30736647,30739231,30739388,30741198,30742145,30742434,30742927,30743167,30745324,30745575,30747835,30747950,30748108,30748296,30749807,30750532,	30735917,30736390,30736563,30736783,30739308,30739610,30741348,30742347,30742514,30743089,30743251,30745466,30745738,30747875,30748010,30748209,30748474,30749896,30750719,	0
819	NM_001080580	chr21	+	30757923	30794206	30768749	30792215	15	30757923,30763791,30768723,30768989,30769252,30772754,30775334,30775550,30777569,30777850,30781850,30782141,30788433,30790162,30792047,	30758151,30763993,30768855,30769138,30769296,30772893,30775469,30775654,30777694,30777963,30781988,30782241,30788552,30790336,30794206,	0
819	NM_001030166	chr21	+	30709652	30728838	30709660	30728711	14	30709652,30712614,30713444,30713740,30715566,30717502,30717795,30720659,30720838,30721105,30722254,30722521,30727521,30728294,	30709675,30713307,30713654,30713905,30715741,30717703,30717958,30720752,30721031,30721233,30722330,30722639,30728285,30728838,	0
820	NM_200040	chr21	+	30900997	30915188	30913404	30913980	2	30900997,30913373,	30901110,30915188,	0
820	NM_001202541	chr21	-	30804545	30898320	30804545	30895391	14	30804545,30808459,30817767,30826250,30826435,30830887,30844578,30864741,30864745,30866400,30867003,30874110,30895270,30898006,	30804954,30808523,30818003,30826351,30826603,30831065,30844756,30864744,30864858,30866512,30867118,30874241,30895398,30898320,	0
821	NM_200143	chr21	-	30959484	30977114	30959720	30977033	13	30959484,30962231,30965395,30965726,30966113,30970125,30970349,30972561,30973286,30973559,30976208,30976392,30976850,	30960019,30962414,30965613,30966033,30966223,30970225,30970455,30972710,30973418,30973685,30976314,30976458,30977114,	0
821	NM_001013544	chr21	-	30937416	30957830	30937653	30957528	5	30937416,30941698,30946881,30948484,30957360,	30937715,30941807,30946988,30948734,30957830,	0
822	NM_001076710	chr21	-	31160600	31189342	31160747	31173512	15	31160600,31163028,31163282,31165759,31165950,31166206,31167432,31167720,31167941,31169844,31170062,31170247,31170607,31173374,31189313,	31160927,31163199,31163383,31165881,31166120,31166293,31167636,31167864,31168114,31169960,31170152,31170329,31170821,31173539,31189342,	0
822	NM_001003853	chr21	+	31123227	31146884	31123227	31146884	7	31123227,31130644,31139341,31142791,31142969,31145955,31146618,	31123419,31131001,31139606,31142889,31143071,31146130,31146884,	0
823	NM_001045373	chr21	-	31208019	31215448	31208184	31215381	6	31208019,31211525,31211898,31214569,31214758,31215373,	31208322,31211583,31211993,31214668,31214795,31215448,	0
823	NM_200451	chr21	+	31216484	31237784	31216656	31237561	16	31216484,31216759,31219614,31221172,31221315,31221503,31223116,31223472,31223645,31225026,31229730,31234583,31234728,31235035,31235213,31237416,	31216671,31216954,31219698,31221229,31221413,31221581,31223194,31223525,31223708,31225141,31229815,31234643,31234812,31235116,31235320,31237784,	0
823	NM_200202	chr21	-	31196177	31204469	31196880	31201548	3	31196177,31200712,31204293,	31197094,31201838,31204469,	0
829	NM_001098766	chr21	-	31988007	32003339	31988357	31990905	3	31988007,31990658,32003199,	31988467,31990936,32003339,	0
829	NM_001013474	chr21	-	32032057	32048872	32032294	32048763	7	32032057,32034166,32040250,32043399,32043619,32043846,32048733,	32032471,32034280,32040444,32043546,32043734,32044041,32048872,	0
831	NM_001329908	chr21	-	32247645	32267851	32247818	32256098	13	32247645,32248331,32250078,32250236,32250413,32250919,32251102,32251354,32251707,32252065,32252588,32255940,32267744,	32247965,32248422,32250158,32250319,32250543,32251014,32251269,32251471,32251774,32252156,32252802,32256098,32267851,	0
831	NM_001013294	chr21	-	32247645	32252090	32247818	32251256	9	32247645,32248331,32250078,32250236,32250413,32250919,32251102,32251354,32251707,	32247965,32248422,32250158,32250319,32250543,32251014,32251269,32251471,32252090,	0
832	NM_001039994	chr21	-	32424189	32434541	32425385	32432827	9	32424189,32427508,32427788,32429281,32429502,32431290,32432799,32433729,32434351,	32425597,32427690,32427892,32429406,32429611,32431484,32432907,32433841,32434541,	0
834	NM_212660	chr21	-	32724602	32748354	32726848	32746846	12	32724602,32733061,32733346,32733857,32736485,32736765,32738849,32739175,32740607,32741299,32746734,32748260,	32727061,32733264,32733580,32734012,32736640,32736923,32738918,32739277,32740693,32741486,32746856,32748354,	0
835	NM_194365	chr21	+	32786916	32788164	32786916	32788164	1	32786916,	32788164,	0
837	NM_200693	chr21	+	33139051	33152410	33139177	33151783	6	33139051,33139320,33145074,33145367,33149620,33151735,	33139195,33139464,33145191,33145418,33149806,33152410,	0
838	NM_213214	chr21	-	33178136	33196750	33178688	33196737	11	33178136,33178941,33179919,33180094,33185109,33185972,33189347,33189909,33192410,33192538,33196683,	33178837,33179073,33180005,33180259,33185310,33186145,33189448,33190042,33192440,33192592,33196750,	0
839	NM_200026	chr21	+	33418647	33422939	33419761	33422901	5	33418647,33419759,33422403,33422677,33422833,	33418666,33419910,33422565,33422754,33422939,	0
840	NM_131372	chr21	+	33424062	33429514	33424107	33429124	6	33424062,33425417,33425990,33426672,33426789,33429080,	33424178,33425578,33426070,33426700,33427002,33429514,	0
844	NM_199763	chr21	-	33967222	33998160	33968861	33996801	11	33967222,33975666,33982450,33984601,33984896,33985218,33988769,33992097,33994493,33996617,33997980,	33969293,33976023,33982598,33984784,33985037,33985394,33989005,33992189,33994602,33996834,33998160,	0
844	NM_001045260	chr21	+	33999133	34040617	33999270	34040126	32	33999133,34000862,34005123,34005294,34005737,34009022,34009180,34009339,34010830,34013346,34013497,34013697,34016971,34017799,34021928,34022111,34022850,34022970,34023894,34024576,34024704,34028874,34029545,34029696,34032404,34032544,34032720,34035782,34037364,34037527,34039878,34040038,	33999363,34000920,34005214,34005359,34005793,34009070,34009223,34009412,34010962,34013409,34013579,34013808,34017047,34017858,34021975,34022150,34022884,34023280,34023983,34024618,34024789,34028954,34029606,34029820,34032463,34032648,34032895,34035851,34037451,34037598,34039934,34040617,	0
844	NM_001017643	chr21	+	34044579	34049574	34044727	34048687	3	34044579,34047189,34048680,	34044986,34047445,34049574,	0
845	NM_001017769	chr21	+	34085298	34095286	34088310	34094637	5	34085298,34088280,34088538,34094144,34094508,	34085402,34088460,34088681,34094319,34095286,	0
850	NM_200933	chr21	+	34814932	34844782	34814975	34844612	16	34814932,34815761,34817292,34817509,34817633,34821937,34822172,34826335,34830935,34835209,34836273,34836493,34841349,34841496,34842874,34844444,	34815085,34815834,34817430,34817552,34817739,34822070,34822350,34826433,34831017,34835363,34836393,34836569,34841411,34841575,34842994,34844782,	0
850	NM_200327	chr21	-	34801323	34809437	34802363	34809141	11	34801323,34801410,34801502,34801940,34802593,34802837,34805623,34805801,34806513,34809048,34809410,	34801382,34801489,34801919,34802514,34802757,34802914,34805720,34805908,34806637,34809155,34809437,	0
850	NM_001003871	chr21	+	34780440	34800776	34780451	34800054	8	34780440,34780702,34791226,34792020,34792191,34793823,34797390,34799714,	34780490,34780845,34791327,34792108,34792371,34793923,34797560,34800776,	0
851	NM_001003499	chr21	-	34910542	34938265	34910809	34938237	11	34910542,34913472,34914033,34916415,34916607,34919522,34920008,34920213,34924559,34933468,34938234,	34910894,34913646,34914142,34916505,34916775,34919612,34920110,34920322,34924930,34933532,34938265,	0
852	NM_001089471	chr21	-	35044275	35048239	35046607	35047837	2	35044275,35048033,	35047847,35048239,	0
852	NM_001098745	chr21	+	35006922	35020787	35007142	35020017	8	35006922,35008298,35010853,35013349,35013663,35016965,35017293,35019882,	35007371,35008493,35011137,35013566,35013860,35017160,35017398,35020787,	0
853	NM_001002718	chr21	+	35181339	35247126	35181443	35245705	3	35181339,35219444,35245289,	35181525,35219681,35247126,	0
854	NM_001199375	chr21	-	35270483	35291051	35271695	35289378	11	35270483,35275415,35277531,35277715,35281909,35282038,35282463,35284542,35284753,35289224,35290988,	35271723,35275543,35277648,35277814,35281947,35282137,35282579,35284628,35284845,35289391,35291051,	0
854	NM_200048	chr21	+	35292883	35343829	35292962	35343716	15	35292883,35293564,35300003,35300376,35300568,35300761,35305295,35307426,35310290,35312713,35319171,35321471,35324964,35332849,35343606,	35293007,35293702,35300192,35300485,35300669,35300883,35305416,35307556,35310395,35312892,35319281,35321577,35325137,35333097,35343829,	0
854	NM_001002319	chr21	-	35270483	35291051	35271695	35289378	12	35270483,35275415,35277531,35277715,35281909,35282038,35282463,35284542,35284753,35289224,35290535,35290988,	35271723,35275543,35277648,35277814,35281947,35282137,35282579,35284628,35284845,35289391,35290619,35291051,	0
861	NM_001002503	chr21	-	36240268	36255804	36243629	36255677	8	36240268,36243627,36244716,36245379,36246659,36250831,36252604,36255647,	36243321,36243733,36244783,36245504,36246747,36250962,36252692,36255804,	0
862	NM_001007217	chr21	+	36350009	36351125	36350009	36351125	1	36350009,	36351125,	0
865	NM_213479	chr21	-	36756903	36768225	36757618	36767470	7	36756903,36761537,36761732,36764151,36764389,36767353,36768156,	36757747,36761648,36761877,36764313,36764583,36767515,36768225,	0
865	NM_001122621	chr21	-	36701630	36711089	36701687	36711079	7	36701630,36706080,36707467,36707637,36710587,36710911,36711051,	36701896,36706150,36707545,36707703,36710723,36710954,36711089,	0
866	NM_001002534	chr21	-	36927258	36934419	36927505	36934364	5	36927258,36929833,36930924,36931072,36934257,	36927643,36929940,36930979,36931181,36934419,	0
